forecast_time_local,V10m_Dir,V10m_Km/h,RafaleV10_Km/h,V22m_Dir,V22m_Km/h,RafaleV22_Km/h,V60m_Dir,V60m_Km/h,RafaleV60_Km/h,V70m_Dir,V70m_Km/h,RafaleV70_Km/h,T(°C),Pluie(mm),Pluie(%),Visibilite_km,Temps_sensible
2026-06-11 07:00,SE,10.16119397974419,21.97792625427246,SE,11.031450619707286,23.86022830396537,SE,12.247431219533828,26.49030622619461,SE,12.445785712990547,26.91933262191992,26.0,0.0056304931640625,10.0,,Modérément nuageux
2026-06-11 09:00,S,8.841040475357097,17.27056388854981,S,9.397130520662524,18.356860086605163,S,10.155606022496936,19.838506918654307,S,10.277447126305365,20.076517882798196,,0.0056610107421875,20.0,9.0,Assez nuageux
2026-06-11 11:00,S,9.922663662793262,16.551511573791505,S,10.35161921167684,17.267031415364972,S,10.92437574505342,18.22241866956507,S,11.015141794250413,18.373821091822368,,0.0056902567545572,20.0,10.0,Assez nuageux
2026-06-11 13:00,SO,12.930097757679349,19.82076930999756,SO,13.47441782016855,20.65516689860004,SO,14.200314799252968,21.76790686661082,SO,14.315258362067595,21.94410583160819,30.0,0.0057182312011718,10.0,,Assez nuageux
2026-06-11 15:00,SO,14.86325272089618,23.03929080963135,SO,15.581395137316656,24.152471907022065,SO,16.54560926404355,25.64708483499737,SO,16.69895261833229,25.88477992096033,,0.0057563781738281,20.0,10.0,Modérément nuageux
2026-06-11 17:00,SO,14.712452442020751,23.262602806091312,SO,15.598046382189429,24.662860183901792,SO,16.802444674833566,26.56719525057588,SO,16.995560897087312,26.872541078635862,,0.0057830810546875,20.0,10.0,Modérément nuageux
2026-06-11 19:00,SO,12.456557541148928,20.49070529937744,SO,13.493631560898702,22.19666443312165,SO,14.939063288122542,24.574361116581287,SO,15.174471013370985,24.96160055310523,30.0,0.00579833984375,9.0,,Assez nuageux
2026-06-11 21:00,SO,10.081153591725426,18.260985374450684,SO,10.928687543258697,19.79620700880836,SO,12.11096063354791,21.93777457981516,SO,12.303614383187336,22.28674727153035,,0.0058822631835937,30.0,9.0,Averses de pluies faibles
2026-06-11 23:00,SO,9.048733962527116,16.64168643951416,SO,9.874111072378252,18.159652059166323,SO,11.034133845229729,20.29307042779505,SO,11.224061531107978,20.64236978919276,,0.0059967041015625,10.0,9.0,Modérément nuageux
2026-06-12 01:00,SO,9.326087231796103,15.632808494567872,SO,10.291034813062076,17.250297198061613,SO,11.664605875000673,19.55273902937513,SO,11.891317093626826,19.932762610140013,27.0,0.0061416625976562,9.0,,Modérément nuageux
2026-06-12 03:00,SO,8.972776155143507,16.579744148254395,SO,9.79531359138235,18.09961492285113,SO,10.95189608062695,20.236728501354307,SO,11.14131762576224,20.586738431414798,,0.0061925252278645,10.0,9.0,Modérément nuageux
2026-06-12 05:00,SO,8.617860503182492,16.785343551635744,SO,9.3410344113451,18.19389762275418,SO,10.34966570945266,20.158448203425056,SO,10.5140071389139,20.47854242544862,27.0,0.0063705444335937,10.0,9.0,Modérément nuageux
2026-06-12 07:00,S,9.277446121385276,16.249606704711915,S,10.024356975209784,17.5578339322624,S,11.06236128372195,19.375916360382245,S,11.23110372054885,19.67147164542036,26.0,0.0066757202148437,10.0,,Modérément nuageux
2026-06-12 13:00,O,13.774953914343632,19.95674228668213,O,14.345749909582368,20.783694496183767,O,15.106406097108154,21.88571048822389,O,15.226798096603014,22.06013082547057,30.0,0.009429931640625,10.0,,Assez nuageux
2026-06-12 19:00,SO,16.30611142898537,27.889659118652343,SO,17.463508203914074,29.869248284246414,SO,19.055816066885694,32.59270100340838,SO,19.31301283467665,33.032605404365576,30.0,0.0096511840820312,9.0,,Assez nuageux
2026-06-13 01:00,S,9.660937194667442,18.07787761688233,S,10.472488541631838,19.59648038125351,S,11.604486774806595,21.714714369272382,S,11.788939797315502,22.059869202575783,27.0,0.0106277465820312,9.0,,Modérément nuageux
2026-06-13 07:00,E,6.191926977630863,15.218275451660157,E,6.677533875617575,16.411781053629575,E,7.350913502379874,18.066787109196092,E,7.460228216066967,18.335456528234698,26.0,0.0180587768554687,10.0,,Modérément nuageux
2026-06-13 13:00,SO,15.11456022270928,21.71788330078125,SO,15.722320653988715,22.59116508515812,SO,16.531150429106564,23.753360372839328,SO,16.65905712234585,23.93714756851215,30.0,0.01947021484375,10.0,,Assez nuageux
2026-06-13 19:00,SO,15.957588442125363,27.23591594696045,SO,17.22505567120477,29.399189617160204,SO,18.98448353073364,32.402126399911715,SO,19.270296515018885,32.88994311763038,30.0,0.01959228515625,9.0,,Assez nuageux
2026-06-14 01:00,S,5.6626102583624505,14.01969108581543,S,6.003179015188502,14.862883279226642,S,6.4663239619775,16.009553946230287,S,6.54058322890555,16.19340767005896,27.0,0.0259017944335937,9.0,,Modérément nuageux
2026-06-14 07:00,S,9.712491239527656,15.589318084716798,S,10.54982763704432,16.933309355635362,S,11.720507051126503,18.812342583184986,S,11.911544019010194,19.118972054947932,26.0,0.03118896484375,10.0,,Modérément nuageux
